id;annotations/0/id;annotations/0/completed_by;annotations/0/result/0/original_width;annotations/0/result/0/original_height;annotations/0/result/0/image_rotation;annotations/0/result/0/value/x;annotations/0/result/0/value/y;annotations/0/result/0/value/width;annotations/0/result/0/value/height;annotations/0/result/0/value/rotation;annotations/0/result/0/value/rectanglelabels/0;annotations/0/result/0/id;annotations/0/result/0/from_name;annotations/0/result/0/to_name;annotations/0/result/0/type;annotations/0/result/0/origin;annotations/0/was_cancelled;annotations/0/ground_truth;annotations/0/created_at;annotations/0/updated_at;annotations/0/lead_time;annotations/0/result_count;annotations/0/task;annotations/0/project;annotations/0/parent_prediction;annotations/0/parent_annotation;file_upload;data/image;created_at;updated_at;inner_id;total_annotations;cancelled_annotations;total_predictions;comment_count;unresolved_comment_count;last_comment_updated_at;project;updated_by;drafts/0/id;drafts/0/user;drafts/0/created_username;drafts/0/created_ago;drafts/0/result/0/original_width;drafts/0/result/0/original_height;drafts/0/result/0/image_rotation;drafts/0/result/0/value/x;drafts/0/result/0/value/y;drafts/0/result/0/value/width;drafts/0/result/0/value/height;drafts/0/result/0/value/rotation;drafts/0/result/0/value/rectanglelabels/0;drafts/0/result/0/id;drafts/0/result/0/from_name;drafts/0/result/0/to_name;drafts/0/result/0/type;drafts/0/result/0/origin;drafts/0/lead_time;drafts/0/was_postponed;drafts/0/created_at;drafts/0/updated_at;drafts/0/task;drafts/0/annotation
894;895;1;480;480;0;49.12718204488778;33.41645885286782;21.945137157107226;20.698254364089774;0;12;xBO1iQ7pOL;label;image;rectanglelabels;manual;false;false;2023-01-04T22:30:09.889764Z;2023-01-04T22:30:09.889791Z;16.979;0;894;1;;;fbccfc4b-d20_wood0398.jpg;/data/upload/1/fbccfc4b-d20_wood0398.jpg;2023-01-04T22:22:05.277430Z;2023-01-04T22:30:13.471566Z;894;1;0;0;0;0;;1;1;41;almudenaramirez607@gmail.com;almudenaramirez607@gmail.com, 1;4 hours, 10 minutes;480;480;0;49.12718204488778;33.41645885286782;21.945137157107226;20.698254364089774;0;12;xBO1iQ7pOL;label;image;rectanglelabels;manual;16.273;false;2023-01-04T22:30:08.406295Z;2023-01-04T22:30:08.406325Z;894;
895;896;1;480;480;0;49.87531172069826;32.169576059850364;20.947630922693268;21.69576059850374;0;12;USXdOauxbk;label;image;rectanglelabels;manual;false;false;2023-01-04T22:30:22.866178Z;2023-01-04T22:30:22.866205Z;7.194;0;895;1;;;449bc1c5-d20_wood0399.jpg;/data/upload/1/449bc1c5-d20_wood0399.jpg;2023-01-04T22:22:05.277471Z;2023-01-04T22:30:26.428085Z;895;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
896;897;1;480;480;0;48.87780548628429;34.1645885286783;21.69576059850374;21.945137157107226;0;12;UNL8MNiBHB;label;image;rectanglelabels;manual;false;false;2023-01-04T22:30:36.793290Z;2023-01-04T22:30:36.793320Z;8.217;0;896;1;;;0acb32a0-d20_wood0400.jpg;/data/upload/1/0acb32a0-d20_wood0400.jpg;2023-01-04T22:22:05.277513Z;2023-01-04T22:30:39.898284Z;896;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
897;898;1;480;480;0;47.880299251870326;35.910224438902745;22.443890274314214;19.700748129675805;0;12;pItskP_Y-H;label;image;rectanglelabels;manual;false;false;2023-01-04T22:30:50.204268Z;2023-01-04T22:30:50.204295Z;8.061;0;897;1;;;e7101626-d20_wood0401.jpg;/data/upload/1/e7101626-d20_wood0401.jpg;2023-01-04T22:22:05.277555Z;2023-01-04T22:30:53.325607Z;897;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
898;899;1;480;480;0;47.63092269326683;35.66084788029925;21.945137157107226;21.69576059850374;0;12;BnGHQGCCHX;label;image;rectanglelabels;manual;false;false;2023-01-04T22:31:31.258884Z;2023-01-04T22:31:31.258912Z;35.756;0;898;1;;;1ee6a700-d20_wood0402.jpg;/data/upload/1/1ee6a700-d20_wood0402.jpg;2023-01-04T22:22:05.277597Z;2023-01-04T22:31:34.609366Z;898;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
899;900;1;480;480;0;46.1346633416459;38.403990024937656;20.199501246882793;18.453865336658353;0;12;FXbrtq1Zjn;label;image;rectanglelabels;manual;false;false;2023-01-04T22:31:46.634556Z;2023-01-04T22:31:46.634582Z;9.843;0;899;1;;;fd00e54d-d20_wood0404.jpg;/data/upload/1/fd00e54d-d20_wood0404.jpg;2023-01-04T22:22:05.277638Z;2023-01-04T22:31:49.509283Z;899;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
900;901;1;480;480;0;44.88778054862843;35.16209476309227;20.698254364089774;22.194513715710723;0;12;njj-wu6hJp;label;image;rectanglelabels;manual;false;false;2023-01-04T22:32:10.162603Z;2023-01-04T22:32:10.162631Z;7.201;0;900;1;;;7f334331-d20_wood0405.jpg;/data/upload/1/7f334331-d20_wood0405.jpg;2023-01-04T22:22:05.277680Z;2023-01-04T22:32:15.539536Z;900;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
901;902;1;480;480;0;44.13965087281795;35.66084788029925;20.448877805486283;19.201995012468828;0;12;jQQDuYPruc;label;image;rectanglelabels;manual;false;false;2023-01-04T22:32:40.087893Z;2023-01-04T22:32:40.087921Z;20.821;0;901;1;;;c48f2916-d20_wood0406.jpg;/data/upload/1/c48f2916-d20_wood0406.jpg;2023-01-04T22:22:05.277721Z;2023-01-04T22:32:42.991334Z;901;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
902;903;1;480;480;0;43.39152119700748;31.67082294264339;21.945137157107226;21.69576059850374;0;12;YO1L1i4CvF;label;image;rectanglelabels;manual;false;false;2023-01-04T22:32:56.166651Z;2023-01-04T22:32:56.166678Z;10.922;0;902;1;;;bd2b8c4a-d20_wood0407.jpg;/data/upload/1/bd2b8c4a-d20_wood0407.jpg;2023-01-04T22:22:05.277763Z;2023-01-04T22:32:59.762252Z;902;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
903;904;1;480;480;0;45.38653366583541;30.92269326683292;20.199501246882793;19.950124688279303;0;12;mXTDbvCYRt;label;image;rectanglelabels;manual;false;false;2023-01-04T22:33:07.357701Z;2023-01-04T22:33:07.357727Z;5.559;0;903;1;;;e1e3507c-d20_wood0408.jpg;/data/upload/1/e1e3507c-d20_wood0408.jpg;2023-01-04T22:22:05.277805Z;2023-01-04T22:33:11.083377Z;903;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
904;905;1;480;480;0;44.13965087281795;28.428927680798004;21.197007481296758;18.453865336658353;0;12;Tf6OimywGw;label;image;rectanglelabels;manual;false;false;2023-01-04T22:33:22.151739Z;2023-01-04T22:33:22.151767Z;8.703;0;904;1;;;a0b3b3dc-d20_wood0409.jpg;/data/upload/1/a0b3b3dc-d20_wood0409.jpg;2023-01-04T22:22:05.277847Z;2023-01-04T22:33:25.451862Z;904;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
905;906;1;480;480;0;44.88778054862843;24.189526184538654;20.448877805486283;17.206982543640898;0;12;yVXllqhnNd;label;image;rectanglelabels;manual;false;false;2023-01-04T22:33:41.292739Z;2023-01-04T22:33:41.292766Z;13.62;0;905;1;;;5b3e8b78-d20_wood0410.jpg;/data/upload/1/5b3e8b78-d20_wood0410.jpg;2023-01-04T22:22:05.277889Z;2023-01-04T22:33:44.046950Z;905;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
906;907;1;480;480;0;39.900249376558605;16.458852867830423;22.194513715710723;21.44638403990025;0;12;Cp6vJqAHnh;label;image;rectanglelabels;manual;false;false;2023-01-04T22:33:58.710353Z;2023-01-04T22:33:58.710379Z;11.429;0;906;1;;;f2711973-d20_wood0412.jpg;/data/upload/1/f2711973-d20_wood0412.jpg;2023-01-04T22:22:05.277930Z;2023-01-04T22:34:02.127304Z;906;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
907;908;1;480;480;0;39.900249376558605;11.970074812967582;19.700748129675805;21.69576059850374;0;12;W7iSbsYSyg;label;image;rectanglelabels;manual;false;false;2023-01-04T22:34:15.617484Z;2023-01-04T22:34:15.617512Z;11.288;0;907;1;;;c6ec28d9-d20_wood0413.jpg;/data/upload/1/c6ec28d9-d20_wood0413.jpg;2023-01-04T22:22:05.277972Z;2023-01-04T22:34:18.561968Z;907;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
908;909;1;480;480;0;33.416458852867834;18.70324189526185;18.204488778054863;19.201995012468828;0;12;Z2ZTy2R2xW;label;image;rectanglelabels;manual;false;false;2023-01-04T22:34:29.745112Z;2023-01-04T22:34:29.745142Z;8.882;0;908;1;;;bd393b37-d20_wood0434.jpg;/data/upload/1/bd393b37-d20_wood0434.jpg;2023-01-04T22:22:05.278014Z;2023-01-04T22:34:33.209864Z;908;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
909;910;1;480;480;0;31.920199501246884;22.194513715710723;18.952618453865338;19.45137157107232;0;12;RIXyE8Ft_b;label;image;rectanglelabels;manual;false;false;2023-01-04T22:34:54.690521Z;2023-01-04T22:34:54.690551Z;9.286;0;909;1;;;54fc2e94-d20_wood0435.jpg;/data/upload/1/54fc2e94-d20_wood0435.jpg;2023-01-04T22:22:05.278055Z;2023-01-04T22:34:58.070003Z;909;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
910;911;1;480;480;0;32.668329177057366;26.433915211970078;18.453865336658353;17.456359102244395;0;12;SEPKs1z95t;label;image;rectanglelabels;manual;false;false;2023-01-04T22:35:07.281449Z;2023-01-04T22:35:07.281477Z;6.783;0;910;1;;;035d2aa0-d20_wood0436.jpg;/data/upload/1/035d2aa0-d20_wood0436.jpg;2023-01-04T22:22:05.278097Z;2023-01-04T22:35:11.351534Z;910;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
911;912;1;480;480;0;31.67082294264339;29.925187032418954;18.952618453865338;18.453865336658353;0;12;ND9kBQRTk3;label;image;rectanglelabels;manual;false;false;2023-01-04T22:35:18.325984Z;2023-01-04T22:35:18.326014Z;4.626;0;911;1;;;de2b24e2-d20_wood0437.jpg;/data/upload/1/de2b24e2-d20_wood0437.jpg;2023-01-04T22:22:05.278138Z;2023-01-04T22:35:21.714697Z;911;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
912;913;1;480;480;0;32.668329177057366;32.917705735660846;17.955112219451372;16.70822942643392;0;12;MuA4pP7RlC;label;image;rectanglelabels;manual;false;false;2023-01-04T22:35:28.193901Z;2023-01-04T22:35:28.193929Z;4.126;0;912;1;;;47ae5cf7-d20_wood0438.jpg;/data/upload/1/47ae5cf7-d20_wood0438.jpg;2023-01-04T22:22:05.278180Z;2023-01-04T22:35:32.253194Z;912;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
913;914;1;480;480;0;31.17206982543641;36.159600997506246;18.70324189526185;18.453865336658353;0;12;RrXslvLrPh;label;image;rectanglelabels;manual;false;false;2023-01-04T22:35:41.753498Z;2023-01-04T22:35:41.753529Z;7.226;0;913;1;;;d533b982-d20_wood0440.jpg;/data/upload/1/d533b982-d20_wood0440.jpg;2023-01-04T22:22:05.278222Z;2023-01-04T22:35:45.176829Z;913;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
914;915;1;480;480;0;30.92269326683292;37.1571072319202;18.453865336658353;17.955112219451372;0;12;z75oTEPWjh;label;image;rectanglelabels;manual;false;false;2023-01-04T22:35:55.457941Z;2023-01-04T22:35:55.457969Z;8.168;0;914;1;;;e3c59a58-d20_wood0441.jpg;/data/upload/1/e3c59a58-d20_wood0441.jpg;2023-01-04T22:22:05.278264Z;2023-01-04T22:35:59.143749Z;914;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
915;916;1;480;480;0;31.920199501246884;39.65087281795511;17.955112219451372;17.456359102244395;0;12;79CLKnOUyL;label;image;rectanglelabels;manual;false;false;2023-01-04T22:36:08.318869Z;2023-01-04T22:36:08.318895Z;7.029;0;915;1;;;49cd6246-d20_wood0442.jpg;/data/upload/1/49cd6246-d20_wood0442.jpg;2023-01-04T22:22:05.278306Z;2023-01-04T22:36:11.375611Z;915;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
916;917;1;480;480;0;31.4214463840399;41.39650872817955;18.952618453865338;18.204488778054863;0;12;Xra4kGM1TD;label;image;rectanglelabels;manual;false;false;2023-01-04T22:36:22.254060Z;2023-01-04T22:36:22.254089Z;8.283;0;916;1;;;d8706b19-d20_wood0443.jpg;/data/upload/1/d8706b19-d20_wood0443.jpg;2023-01-04T22:22:05.278348Z;2023-01-04T22:36:25.320062Z;916;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
917;918;1;480;480;0;32.418952618453865;41.39650872817955;18.952618453865338;19.950124688279303;0;12;sljqe1ifyj;label;image;rectanglelabels;manual;false;false;2023-01-04T22:36:35.845463Z;2023-01-04T22:36:35.845507Z;7.939;0;917;1;;;9bcb2848-d20_wood0444.jpg;/data/upload/1/9bcb2848-d20_wood0444.jpg;2023-01-04T22:22:05.278389Z;2023-01-04T22:36:39.306421Z;917;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
918;919;1;480;480;0;33.915211970074814;40.64837905236909;18.453865336658353;19.950124688279303;0;12;4kgmVJBwbf;label;image;rectanglelabels;manual;false;false;2023-01-04T22:36:51.534017Z;2023-01-04T22:36:51.534044Z;9.684;0;918;1;;;76d05542-d20_wood0445.jpg;/data/upload/1/76d05542-d20_wood0445.jpg;2023-01-04T22:22:05.278431Z;2023-01-04T22:36:54.385651Z;918;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
919;920;1;480;480;0;35.910224438902745;40.14962593516209;22.693266832917704;18.70324189526185;0;11;MldXdjreCL;label;image;rectanglelabels;manual;false;false;2023-01-04T22:40:51.096262Z;2023-01-04T22:40:51.096292Z;7.491;0;919;1;;;40fcc352-d20_top_372.jpg;/data/upload/1/40fcc352-d20_top_372.jpg;2023-01-04T22:39:24.819055Z;2023-01-04T22:40:54.613203Z;919;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
920;921;1;480;480;0;33.66583541147132;38.90274314214463;21.69576059850374;22.443890274314214;0;11;rxWegeP-KM;label;image;rectanglelabels;manual;false;false;2023-01-04T22:41:03.657353Z;2023-01-04T22:41:03.657384Z;6.797;0;920;1;;;ba4c1e9e-d20_top_286.jpg;/data/upload/1/ba4c1e9e-d20_top_286.jpg;2023-01-04T22:39:24.819131Z;2023-01-04T22:41:07.677661Z;920;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
921;922;1;480;480;0;44.63840399002494;38.15461346633416;21.197007481296758;19.201995012468828;0;11;-_q3ppHYPT;label;image;rectanglelabels;manual;false;false;2023-01-04T22:41:21.651105Z;2023-01-04T22:41:21.651136Z;11.826;0;921;1;;;ee10b52e-d20_top_361.jpg;/data/upload/1/ee10b52e-d20_top_361.jpg;2023-01-04T22:39:24.819179Z;2023-01-04T22:41:24.712045Z;921;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
922;923;1;480;480;0;33.915211970074814;42.14463840399002;19.45137157107232;19.700748129675805;0;11;WEEYRO-wA6;label;image;rectanglelabels;manual;false;false;2023-01-04T22:41:32.745277Z;2023-01-04T22:41:32.745306Z;5.306;0;922;1;;;5616087e-d20_top_291.jpg;/data/upload/1/5616087e-d20_top_291.jpg;2023-01-04T22:39:24.819224Z;2023-01-04T22:41:36.114023Z;922;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
923;924;1;480;480;0;35.16209476309227;43.14214463840399;19.700748129675805;19.201995012468828;0;11;3Ti2yypW-w;label;image;rectanglelabels;manual;false;false;2023-01-04T22:41:47.687852Z;2023-01-04T22:41:47.687879Z;9.226;0;923;1;;;629d9ebd-d20_top_377.jpg;/data/upload/1/629d9ebd-d20_top_377.jpg;2023-01-04T22:39:24.819266Z;2023-01-04T22:41:50.766262Z;923;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
924;925;1;480;480;0;48.37905236907731;42.14463840399002;18.453865336658353;23.19201995012469;0;11;5vtnibQ3qx;label;image;rectanglelabels;manual;false;false;2023-01-04T22:42:02.747310Z;2023-01-04T22:42:02.747337Z;8.13;0;924;1;;;cdf34380-d20_top_347.jpg;/data/upload/1/cdf34380-d20_top_347.jpg;2023-01-04T22:39:24.819309Z;2023-01-04T22:42:06.648362Z;924;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
925;926;1;480;480;0;46.13466334164588;39.401496259351624;22.693266832917704;19.950124688279303;0;11;XAOHhY-aHE;label;image;rectanglelabels;manual;false;false;2023-01-04T22:42:19.948717Z;2023-01-04T22:42:19.948753Z;11.098;0;925;1;;;2f21e585-d20_top_358.jpg;/data/upload/1/2f21e585-d20_top_358.jpg;2023-01-04T22:39:24.819352Z;2023-01-04T22:42:23.591389Z;925;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
926;927;1;480;480;0;44.63840399002494;49.62593516209476;15.46134663341646;18.204488778054863;0;11;wDWS3q0Ex8;label;image;rectanglelabels;manual;false;false;2023-01-04T22:42:32.267714Z;2023-01-04T22:42:32.267741Z;5.007;0;926;1;;;e755dee0-d20_wood0895.jpg;/data/upload/1/e755dee0-d20_wood0895.jpg;2023-01-04T22:39:24.819395Z;2023-01-04T22:42:35.888358Z;926;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
927;928;1;480;480;0;34.1645885286783;42.64339152119701;18.952618453865338;18.952618453865338;0;11;a4TvQJX72S;label;image;rectanglelabels;manual;false;false;2023-01-04T22:42:46.652856Z;2023-01-04T22:42:46.652883Z;8.817;0;927;1;;;d052c033-d20_top_284.jpg;/data/upload/1/d052c033-d20_top_284.jpg;2023-01-04T22:39:24.819436Z;2023-01-04T22:42:49.731913Z;927;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
928;929;1;480;480;0;40.149625935162085;49.37655860349127;19.45137157107232;20.698254364089774;0;11;5-IF-5ieM_;label;image;rectanglelabels;manual;false;false;2023-01-04T22:42:57.150165Z;2023-01-04T22:42:57.150191Z;5.331;0;928;1;;;c3fbe1cf-d20_top_393.jpg;/data/upload/1/c3fbe1cf-d20_top_393.jpg;2023-01-04T22:39:24.819479Z;2023-01-04T22:43:01.317135Z;928;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
929;930;1;480;480;0;34.413965087281795;39.650872817955104;17.955112219451372;20.947630922693268;0;11;wgVpNtj1e5;label;image;rectanglelabels;manual;false;false;2023-01-04T22:45:55.802751Z;2023-01-04T22:45:55.802777Z;160.078;0;929;1;;;9e64546d-d20_top_298.jpg;/data/upload/1/9e64546d-d20_top_298.jpg;2023-01-04T22:39:24.819521Z;2023-01-04T22:45:57.805832Z;929;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
930;937;1;480;480;0;33.66583541147132;43.39152119700748;20.448877805486283;17.705735660847875;0;11;o2YMbdmS2Y;label;image;rectanglelabels;manual;false;false;2023-01-04T22:47:52.208045Z;2023-01-04T22:47:52.208074Z;8.496;0;930;1;;;dd3dfd49-d20_top_287.jpg;/data/upload/1/dd3dfd49-d20_top_287.jpg;2023-01-04T22:39:24.819563Z;2023-01-04T22:47:55.809077Z;930;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
931;931;1;480;480;0;33.915211970074814;47.88029925187031;18.952618453865338;16.458852867830423;0;11;KfT7SsI2aW;label;image;rectanglelabels;manual;false;false;2023-01-04T22:46:21.638094Z;2023-01-04T22:46:21.638120Z;9.052;0;931;1;;;268979d8-d20_top_382.jpg;/data/upload/1/268979d8-d20_top_382.jpg;2023-01-04T22:39:24.819605Z;2023-01-04T22:46:25.033471Z;931;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
932;932;1;480;480;0;47.13216957605985;35.910224438902745;14.713216957605985;21.945137157107226;0;11;MQ4bZKMu3T;label;image;rectanglelabels;manual;false;false;2023-01-04T22:46:34.038480Z;2023-01-04T22:46:34.038507Z;5.898;0;932;1;;;5ff0ae10-d20_top_362.jpg;/data/upload/1/5ff0ae10-d20_top_362.jpg;2023-01-04T22:39:24.819647Z;2023-01-04T22:46:37.117369Z;932;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
933;938;1;480;480;0;36.408977556109726;45.137157107231914;15.46134663341646;18.453865336658353;0;11;M9DLLvd1OE;label;image;rectanglelabels;manual;false;false;2023-01-04T22:48:10.486686Z;2023-01-04T22:48:10.486713Z;9.502;0;933;1;;;2a639ccf-d20_wood0856.jpg;/data/upload/1/2a639ccf-d20_wood0856.jpg;2023-01-04T22:39:24.819689Z;2023-01-04T22:48:13.649232Z;933;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
934;933;1;480;480;0;49.37655860349127;46.88279301745636;18.204488778054863;22.693266832917704;0;11;R0Ns8imubi;label;image;rectanglelabels;manual;false;false;2023-01-04T22:46:54.547917Z;2023-01-04T22:46:54.547945Z;5.614;0;934;1;;;b794f7c7-d20_top_338.jpg;/data/upload/1/b794f7c7-d20_top_338.jpg;2023-01-04T22:39:24.819731Z;2023-01-04T22:46:57.997482Z;934;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
935;934;1;480;480;0;45.6359102244389;51.62094763092269;19.45137157107232;20.947630922693268;0;11;FZ1J3zSt_i;label;image;rectanglelabels;manual;false;false;2023-01-04T22:47:09.027232Z;2023-01-04T22:47:09.027260Z;8.451;0;935;1;;;505ee105-d20_top_330.jpg;/data/upload/1/505ee105-d20_top_330.jpg;2023-01-04T22:39:24.819773Z;2023-01-04T22:47:12.270759Z;935;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
936;935;1;480;480;0;35.41147132169575;44.88778054862843;20.448877805486283;19.201995012468828;0;11;Pd5cJQxA58;label;image;rectanglelabels;manual;false;false;2023-01-04T22:47:21.416014Z;2023-01-04T22:47:21.416062Z;6.643;0;936;1;;;a2b7c3bb-d20_top_301.jpg;/data/upload/1/a2b7c3bb-d20_top_301.jpg;2023-01-04T22:39:24.819815Z;2023-01-04T22:47:24.542862Z;936;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
937;936;1;480;480;0;50.12468827930174;44.13965087281795;16.957605985037407;19.700748129675805;0;11;W9yd0Ou8N6;label;image;rectanglelabels;manual;false;false;2023-01-04T22:47:33.634906Z;2023-01-04T22:47:33.634933Z;6.597;0;937;1;;;330fc827-d20_top_348.jpg;/data/upload/1/330fc827-d20_top_348.jpg;2023-01-04T22:39:24.819856Z;2023-01-04T22:47:36.646893Z;937;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
938;939;1;480;480;0;33.41645885286784;38.403990024937656;18.453865336658353;18.204488778054863;0;11;aA4NyJSTLg;label;image;rectanglelabels;manual;false;false;2023-01-04T22:48:33.808699Z;2023-01-04T22:48:33.808726Z;8.71;0;938;1;;;9a44bc3e-d20_wood0881.jpg;/data/upload/1/9a44bc3e-d20_wood0881.jpg;2023-01-04T22:39:24.819898Z;2023-01-04T22:48:36.572273Z;938;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
939;940;1;480;480;0;47.38154613466334;46.38403990024938;19.45137157107232;19.45137157107232;0;11;OYYFTKjHb5;label;image;rectanglelabels;manual;false;false;2023-01-04T22:48:45.260384Z;2023-01-04T22:48:45.260411Z;5.922;0;939;1;;;bace3d19-d20_top_340.jpg;/data/upload/1/bace3d19-d20_top_340.jpg;2023-01-04T22:39:24.819940Z;2023-01-04T22:48:48.349953Z;939;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
940;941;1;480;480;0;41.64588528678304;49.62593516209476;19.950124688279303;25.187032418952622;0;11;1eivw-CePz;label;image;rectanglelabels;manual;false;false;2023-01-04T22:48:57.381251Z;2023-01-04T22:48:57.381283Z;7.135;0;940;1;;;bf314629-d20_top_323.jpg;/data/upload/1/bf314629-d20_top_323.jpg;2023-01-04T22:39:24.819982Z;2023-01-04T22:49:00.672227Z;940;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
941;942;1;480;480;0;49.62593516209476;41.895261845386536;17.705735660847875;20.947630922693268;0;11;1yzmY4ZDVk;label;image;rectanglelabels;manual;false;false;2023-01-04T22:49:08.665095Z;2023-01-04T22:49:08.665124Z;5.886;0;941;1;;;e70f4821-d20_top_351.jpg;/data/upload/1/e70f4821-d20_top_351.jpg;2023-01-04T22:39:24.820024Z;2023-01-04T22:49:11.551213Z;941;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
942;943;1;480;480;0;33.41645885286784;44.13965087281797;23.19201995012469;20.698254364089774;0;11;i2aDkVRNl-;label;image;rectanglelabels;manual;false;false;2023-01-04T22:50:41.653664Z;2023-01-04T22:50:41.653692Z;6.779;0;942;1;;;69d6aedc-d20_top_300.jpg;/data/upload/1/69d6aedc-d20_top_300.jpg;2023-01-04T22:39:24.820066Z;2023-01-04T22:50:45.241047Z;942;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
943;944;1;480;480;0;41.39650872817955;37.905236907730675;20.698254364089774;18.70324189526185;0;11;lIgapQXJ9t;label;image;rectanglelabels;manual;false;false;2023-01-04T22:50:56.292856Z;2023-01-04T22:50:56.292882Z;6.234;0;943;1;;;e367ac15-d20_top_366.jpg;/data/upload/1/e367ac15-d20_top_366.jpg;2023-01-04T22:39:24.820108Z;2023-01-04T22:50:59.461966Z;943;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
944;945;1;480;480;0;36.658354114713205;47.38154613466334;20.947630922693268;19.700748129675805;0;11;JAeuo3oQPe;label;image;rectanglelabels;manual;false;false;2023-01-04T22:51:08.359512Z;2023-01-04T22:51:08.359541Z;6.266;0;944;1;;;1c517755-d20_top_305.jpg;/data/upload/1/1c517755-d20_top_305.jpg;2023-01-04T22:39:24.820150Z;2023-01-04T22:51:11.507601Z;944;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
945;946;1;480;480;0;45.635910224438895;40.399002493765586;22.693266832917704;19.950124688279303;0;11;_gqKGVXcaN;label;image;rectanglelabels;manual;false;false;2023-01-04T22:51:21.283122Z;2023-01-04T22:51:21.283150Z;6.981;0;945;1;;;9a31fe78-d20_top_359.jpg;/data/upload/1/9a31fe78-d20_top_359.jpg;2023-01-04T22:39:24.820191Z;2023-01-04T22:51:24.494310Z;945;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
946;947;1;480;480;0;36.658354114713205;42.14463840399002;17.705735660847875;16.209476309226932;0;11;N7gM7qU7J1;label;image;rectanglelabels;manual;false;false;2023-01-04T22:51:33.351178Z;2023-01-04T22:51:33.351206Z;6.606;0;946;1;;;886c8139-d20_wood0867.jpg;/data/upload/1/886c8139-d20_wood0867.jpg;2023-01-04T22:39:24.820233Z;2023-01-04T22:51:36.849766Z;946;1;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
